,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
13621,36.0,0.203,0.717,11.0,-5.82,0,0.0381,0.00539,1.03e-05,0.976,0.461,175.923,5.761116667,4,9
10814,35.0,0.586,0.864,9.0,-6.326,1,0.35,0.173,,0.589,0.598,137.148,183000.0,4,5
12415,63.0,0.538,0.77,5.0,-7.376,1,0.0487,0.0158,0.214,0.0686,0.238,127.103,265920.0,4,6
7501,51.0,0.672,0.129,4.0,-12.984,1,0.0336,0.888,6.03e-05,0.0891,0.17,114.935,262600.0,4,6
17683,39.0,0.685,0.898,10.0,-2.719,0,0.041,0.00434,0.817,0.0708,0.694,126.964,224667.0,4,1
17457,42.0,0.389,0.509,7.0,-7.053,1,0.028,0.671,,0.29,0.444,159.834,293520.0,3,10
351,42.0,0.542,0.812,6.0,-6.485,1,0.107,0.0798,,0.693,0.577,72.936,286470.0,4,5
16155,45.0,0.663,0.923,,-7.091,1,0.04,0.0272,0.00153,0.224,0.924,115.736,259027.0,4,10
11172,,0.637,0.847,,-8.18,1,0.033,0.242,0.000171,0.0806,0.964,128.613,228667.0,4,1
15849,63.0,0.783,0.284,9.0,-14.307,1,0.0365,0.679,0.282,0.0767,0.584,82.676,412596.0,4,10
7793,51.0,0.669,0.563,5.0,-10.437,0,0.0357,0.25,0.917,0.142,0.394,119.974,220623.0,4,1
9710,73.0,0.559,0.473,5.0,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,192827.0,4,10
8244,39.0,0.364,0.862,6.0,-11.716,1,0.0474,0.028,0.0389,0.657,0.566,145.186,271880.0,4,10
10387,29.0,0.523,0.462,10.0,-11.471,1,0.073,0.887,0.118,0.68,0.961,173.331,160731.0,4,2
8973,25.0,0.518,0.428,,-4.694,1,0.0329,0.103,2.41e-06,0.299,0.153,121.703,242416.0,4,9
4600,50.0,0.516,0.547,9.0,-9.693,1,0.0273,0.315,2.45e-05,0.163,0.741,113.417,267627.0,4,10
4307,47.0,0.474,0.962,2.0,-4.074,1,0.259,0.000433,2.3e-05,0.0782,0.45,165.097,176000.0,3,10
5068,53.0,0.58,0.573,9.0,-8.137,1,0.061,0.00305,0.0015,0.182,0.477,121.225,177093.0,4,2
3245,55.0,0.659,0.714,7.0,-9.811,1,0.0321,0.398,1.15e-05,0.174,0.871,125.152,248200.0,4,10
275,52.0,0.533,0.589,,-6.14,1,0.0299,0.0405,,0.111,0.351,140.049,208418.0,4,10
7518,71.0,0.532,0.663,,-5.886,0,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,159347.0,4,10
3607,38.0,0.845,0.743,9.0,-7.445,0,0.0931,0.0799,0.00209,0.694,0.956,112.493,170387.0,4,9
5168,47.0,0.565,0.212,7.0,-15.718,1,0.0518,0.807,0.252,0.104,0.489,77.386,5.167116667,4,7
15922,34.0,0.487,0.977,5.0,-3.779,1,0.0774,0.00734,3.15e-05,0.115,0.736,114.359,216507.0,4,10
9143,45.0,0.415,0.522,8.0,-8.563,1,0.032,0.84,0.103,0.11,0.145,152.92,303507.0,4,10
8543,31.0,0.503,0.541,2.0,-15.489,1,0.0335,7.82e-05,0.818,0.262,0.613,121.503,238227.0,3,10
2696,55.0,0.691,0.794,1.0,-4.251,0,0.278,0.0739,,0.0816,0.737,112.849,213493.0,4,9
2552,30.0,0.21,0.86,4.0,-2.187,1,0.0738,0.0121,7.65e-05,0.142,0.402,164.762,167507.0,3,2
5658,31.0,0.398,0.707,6.0,-7.747,1,0.0409,0.0813,0.0356,0.165,0.074,74.915,228587.0,4,6
3071,41.0,0.568,0.993,2.0,-3.08,1,0.0773,0.0257,0.03,0.232,0.608,94.992,227747.0,4,8
14366,80.0,0.565,0.564,2.0,-10.044,1,0.0292,0.161,,0.114,0.454,134.355,295533.0,4,9
7946,51.0,0.681,0.765,5.0,-4.574,1,0.0352,0.06,,0.367,0.185,92.534,126504.0,4,5
17620,56.0,0.531,0.849,9.0,-10.754,1,0.111,0.0389,0.00763,0.186,0.305,119.516,136427.0,4,6
14873,51.0,0.266,0.946,9.0,-2.855,1,0.171,0.00781,2.73e-06,0.26,0.498,168.465,179973.0,4,6
145,7.0,0.513,0.658,6.0,-7.185,0,0.0622,0.512,,0.21,0.698,145.896,3.181333333,4,3
705,27.0,0.594,0.554,,-6.215,0,0.0314,0.385,0.000603,0.0962,0.507,134.041,228215.0,4,10
3233,53.0,0.729,0.74,9.0,-5.444,1,0.0258,0.00226,0.0305,0.13,0.966,115.984,219293.0,4,6
2317,75.0,0.584,0.684,10.0,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,213573.0,4,10
7858,34.0,0.267,0.738,9.0,-5.541,1,0.0464,0.0419,1.35e-06,0.0812,0.488,161.09,193067.0,4,10
13614,23.0,0.278,0.807,9.0,-6.251,1,0.04,0.0125,0.00152,0.976,0.665,140.83,258331.0,4,2
10725,52.0,0.326,0.886,1.0,-5.677,1,0.165,0.0132,,0.125,0.395,103.686,244745.0,4,10
597,,0.631,0.461,11.0,-7.912,1,0.0246,0.417,1.64e-05,0.099,0.455,105.872,3.534216667,4,0
9399,42.0,0.3,0.998,4.0,-1.7,1,0.084,0.00039,,0.376,0.379,181.866,202573.0,4,6
11114,38.0,0.712,0.748,2.0,-6.215,1,0.116,0.614,7.01e-05,0.113,0.536,120.908,201575.0,4,9
7635,,0.886,0.26,1.0,-11.676,1,0.0574,0.793,0.000429,0.0901,0.516,138.052,4.276,4,0
10555,60.0,0.58,0.571,9.0,-9.116,1,0.0321,0.378,5.13e-06,0.358,0.818,128.15,248013.0,4,6
7757,20.0,0.348,0.625,1.0,-6.068,1,0.0317,0.471,,0.138,0.186,171.758,218093.0,4,9
1113,48.0,0.843,0.553,11.0,-3.198,0,0.437,0.236,,0.0523,0.63,93.383,258733.0,4,5
6502,,0.641,0.774,2.0,-5.916,1,0.0278,0.0543,1.05e-05,0.0473,0.942,89.787,2.36,4,10
7327,48.0,0.595,0.696,4.0,-4.551,1,0.0311,0.0492,,0.12,0.725,131.561,216880.0,4,1
9243,34.0,0.466,0.69,4.0,-7.007,1,0.0351,0.529,0.0597,0.102,0.385,134.899,5.988183333,3,0
6384,68.0,0.724,0.806,9.0,-3.993,1,0.175,0.054,,0.053,0.449,102.924,152824.0,4,9
4502,43.0,0.215,0.752,9.0,-6.481,0,0.0441,0.000717,0.009,0.112,0.0585,93.758,565973.0,3,10
9004,67.0,0.506,0.554,10.0,-6.743,0,0.0339,0.339,0.000355,0.112,0.375,124.724,186960.0,4,10
4776,49.0,0.184,0.207,2.0,-17.119,1,0.033,0.94,0.931,0.0772,0.089,79.979,251173.0,3,1
8550,79.0,0.707,0.689,4.0,-7.097,0,0.0387,0.0255,,0.383,0.41,119.987,195962.0,4,9
16871,23.0,0.544,0.381,10.0,-11.48,0,0.0582,0.307,,0.104,0.4,146.731,254235.0,4,2
8791,33.0,0.696,0.698,1.0,-6.908,0,0.0439,0.305,5.07e-06,0.112,0.563,119.993,176241.0,4,9
9685,16.0,0.628,0.351,11.0,-13.529,0,0.0317,0.905,0.937,0.221,0.333,115.006,183637.0,1,6
13728,58.0,0.779,0.733,9.0,-8.137,0,0.0734,0.0177,0.0011,0.591,0.515,115.009,178714.0,4,9
9012,83.0,0.645,0.795,7.0,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489.0,4,10
10660,59.0,0.613,0.953,6.0,-4.936,1,0.153,0.00018,0.0614,0.116,0.213,119.976,192560.0,4,8
17251,43.0,0.483,0.993,4.0,-3.244,1,0.122,0.000151,0.131,0.173,0.0653,104.018,189360.0,4,8
946,27.0,0.293,0.978,5.0,-4.882,1,0.087,5.51e-05,0.00604,0.518,0.514,141.714,174378.0,4,8
10940,58.0,0.741,0.711,11.0,-7.744,0,0.0416,0.0122,0.000696,0.0836,0.649,113.971,265307.0,4,10
7856,65.0,0.662,0.574,4.0,-8.696,1,0.0261,0.298,0.00902,0.115,0.948,109.085,239805.0,4,1
12533,58.0,0.634,0.648,3.0,-6.781,0,0.0412,0.361,,0.619,0.667,95.989,4.1302,4,3
14995,37.0,0.521,0.691,6.0,-9.121,1,0.0855,0.528,0.241,0.174,0.198,79.214,268080.0,4,1
8951,46.0,0.73,0.439,6.0,-8.672,0,0.361,0.325,6.2e-05,0.0947,0.145,86.825,199640.0,4,5
4799,43.0,0.633,0.969,7.0,-6.112,1,0.0581,0.0113,0.654,0.123,0.603,138.946,255760.0,4,6
8861,68.0,0.487,0.949,2.0,-4.217,0,0.0798,0.000429,2.91e-05,0.231,0.406,110.02,352427.0,4,8
3659,32.0,0.406,0.916,2.0,-2.945,1,0.041,0.000181,,0.0864,0.275,139.787,241453.0,4,6
15375,41.0,0.499,0.76,5.0,-8.662,1,0.0354,0.257,0.0902,0.104,0.206,120.011,285313.0,4,10
12544,14.0,0.389,0.0801,10.0,-22.977,1,0.0373,0.837,0.00325,0.135,0.125,124.164,100253.0,4,2
9688,81.0,0.809,0.545,7.0,-6.678,1,0.0735,0.392,,0.151,0.244,97.008,180435.0,4,5
8164,49.0,0.432,0.642,1.0,-7.069,0,0.0342,0.177,0.0277,0.0936,0.422,165.534,265347.0,4,8
562,29.0,0.44,0.505,10.0,-9.517,1,0.031,0.22,0.413,0.129,0.501,102.354,439680.0,4,10
15340,38.0,0.282,0.484,2.0,-6.875,1,0.0352,0.374,5.59e-05,0.125,0.312,177.367,271678.0,4,2
9478,54.0,0.531,0.668,8.0,-9.494,1,0.115,0.218,0.00404,0.307,0.434,134.446,314440.0,4,10
11696,39.0,0.479,0.891,1.0,-5.067,1,0.392,0.0895,4.79e-06,0.358,0.699,165.428,178086.0,4,5
10300,27.0,0.392,0.588,7.0,-5.218,0,0.0406,0.46,,0.0842,0.246,133.117,3.638816667,4,0
16964,58.0,0.623,0.622,2.0,-12.255,1,0.0412,0.00168,0.181,0.343,0.319,125.166,194507.0,4,1
15029,48.0,0.38,0.054,7.0,-21.941,1,0.037,0.964,0.684,0.151,0.181,134.175,5.191333333,3,7
14075,44.0,0.438,0.947,2.0,-3.481,1,0.148,0.000927,,0.355,0.368,174.007,209040.0,4,8
2521,28.0,0.537,0.781,9.0,-3.704,0,0.0385,0.0467,3.22e-05,0.0883,0.38,134.943,220653.0,4,9
17363,50.0,0.651,0.462,7.0,-7.006,1,0.0334,0.703,,0.351,0.556,104.303,238159.0,4,9
1462,29.0,0.406,0.986,10.0,-3.662,0,0.14,0.000288,,0.261,0.423,168.068,157694.0,4,10
9030,37.0,0.385,0.694,,-6.629,1,0.0562,0.0704,2.5e-05,0.147,0.582,169.852,173640.0,3,1
9225,37.0,0.529,0.523,3.0,-6.925,1,0.0288,0.222,1.18e-06,0.0981,0.503,89.921,231620.0,4,10
13799,65.0,0.55,0.824,9.0,-7.848,0,0.0347,0.000362,0.00115,0.0865,0.332,131.387,403867.0,4,8
11830,39.0,0.67,0.654,4.0,-5.863,0,0.177,0.105,5.51e-06,0.342,0.175,118.979,213771.0,4,6
2933,56.0,0.414,0.949,5.0,-6.038,1,0.0767,0.000498,0.000317,0.102,0.46,159.999,274053.0,4,10
3826,36.0,0.56,0.801,,-5.745,1,0.0557,0.0088,1.36e-06,0.0789,0.566,140.095,192352.0,4,2
15304,30.0,0.148,0.864,4.0,-7.92,0,0.0788,5.29e-05,0.616,0.0951,0.197,103.573,336514.0,4,8
13908,25.0,0.504,0.879,4.0,-6.489,0,0.0575,8.34e-05,0.791,0.108,0.259,119.985,429093.0,3,8
16260,47.0,0.552,0.958,1.0,-5.304,0,0.0719,0.00397,0.0401,0.226,0.183,128.008,304687.0,4,10
14765,39.0,0.292,0.902,9.0,-7.353,1,0.0692,7.03e-06,8.02e-06,0.375,0.27,93.101,183893.0,4,10
10678,43.0,0.581,0.933,10.0,-6.315,0,0.0426,0.000311,0.0958,0.0704,0.546,130.0,298411.0,4,1
16384,59.0,0.673,0.716,8.0,-4.982,0,0.0291,0.088,0.00256,0.209,0.727,97.925,183525.0,4,1
7981,45.0,0.534,0.577,11.0,-10.774,0,0.0387,0.0352,0.0103,0.0981,0.218,83.973,237467.0,4,10
6393,27.0,0.394,0.846,11.0,-6.006,1,0.0409,0.000156,0.00236,0.145,0.347,144.094,226613.0,4,10
2245,37.0,0.786,0.722,5.0,-9.029,0,0.0616,0.0481,0.00132,0.111,0.566,98.008,178776.0,4,9
9335,66.0,0.548,0.924,11.0,-4.48,0,0.0689,0.00033,1.42e-05,0.162,0.242,124.031,244538.0,4,8
6830,31.0,0.695,0.62,4.0,-11.45,0,0.343,0.55,0.00179,0.498,0.826,90.441,210757.0,4,1
7202,23.0,0.564,0.192,8.0,-12.945,1,0.0486,0.874,0.000451,0.311,0.539,87.399,255933.0,4,2
16542,49.0,0.622,0.509,4.0,-8.489,0,0.0983,0.382,6.96e-06,0.122,0.0788,91.9,211738.0,4,5
6687,67.0,0.953,0.466,1.0,-6.297,1,0.0572,0.0381,,0.0916,0.584,123.044,156113.0,4,5
3687,64.0,0.489,0.913,5.0,-9.152,0,0.0479,0.00015,0.709,0.0703,0.539,135.756,171747.0,4,6
10265,64.0,0.933,0.526,8.0,-6.398,1,0.244,0.00879,3.86e-05,0.276,0.833,131.99,148484.0,4,5
5942,59.0,0.504,0.821,8.0,-3.356,1,0.0598,0.275,,0.0418,0.458,155.131,201799.0,4,10
4764,64.0,0.771,0.813,11.0,-4.002,0,0.0485,0.177,,0.0717,0.886,131.024,169216.0,4,9
417,38.0,0.601,0.439,4.0,-10.507,0,0.0253,0.43,0.00107,0.125,0.186,106.973,210834.0,4,8
12973,80.0,0.307,0.635,7.0,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,306427.0,4,10
7121,45.0,0.326,0.998,,-3.095,1,0.0993,0.00205,5.14e-05,0.364,0.471,101.862,123987.0,3,8
11285,34.0,0.678,0.676,4.0,-11.606,1,0.0295,0.273,,0.0346,0.944,130.108,295000.0,4,10
16283,25.0,0.209,0.545,7.0,-8.941,0,0.0321,0.0153,0.908,0.127,0.0375,169.654,303893.0,3,10
13886,62.0,0.486,0.961,10.0,-3.687,0,0.0776,1.01e-05,0.000232,0.121,0.65,138.029,199478.0,4,10
6519,56.0,0.36,0.895,9.0,-3.795,1,0.117,0.0329,1.18e-06,0.06,0.424,168.214,182680.0,4,10
367,64.0,0.442,0.689,4.0,-5.289,1,0.0251,0.00458,,0.11,0.208,89.001,247968.0,3,6
6382,42.0,0.566,0.577,4.0,-5.868,0,0.0292,0.00449,6.32e-05,0.386,0.217,109.938,452080.0,4,8
15561,50.0,0.647,0.512,5.0,-4.162,1,0.0714,0.0017,5.97e-05,0.0689,0.695,135.171,183956.0,3,10
4699,17.0,0.716,0.57,11.0,-7.966,0,0.0441,0.0647,0.221,0.0749,0.303,139.906,252000.0,4,5
5821,45.0,0.532,0.392,,-9.224,1,0.032,0.458,,0.104,0.449,169.962,3.46518333,4,0
16441,56.0,0.373,0.681,2.0,-9.055,1,0.0296,0.0116,0.000827,0.0905,0.34,98.7,368440.0,4,10
7753,46.0,0.568,0.636,4.0,-8.862,1,0.0297,0.431,3.02e-06,0.492,0.71,124.37,104507.0,4,1
4729,58.0,0.54,0.746,7.0,-9.412,1,0.045,0.13,8.73e-06,0.0976,0.826,163.809,219867.0,4,6
12613,46.0,0.535,0.173,3.0,-13.55,1,0.043,0.981,0.67,0.11,0.364,77.992,3.1498,1,7
13827,27.0,0.383,0.916,9.0,-5.562,1,0.0467,1.16e-06,0.0266,0.125,0.271,89.927,233225.0,4,10
6790,48.0,0.614,0.755,2.0,-5.829,1,0.0276,0.0162,1.9e-06,0.0831,0.645,92.622,144787.0,4,10
6449,38.0,0.724,0.314,11.0,-10.887,0,0.0718,0.813,0.937,0.146,0.877,114.668,191667.0,4,2
4710,74.0,0.598,0.676,,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,340742.0,4,10
17149,35.0,0.567,0.914,,-5.969,0,0.0363,0.0106,,0.125,0.667,124.005,229067.0,4,1
1167,31.0,0.515,0.973,11.0,-4.272,0,0.167,2.11e-05,0.000888,0.233,0.134,129.965,246720.0,4,8
3374,25.0,0.833,0.727,2.0,-5.387,1,0.198,0.0485,,0.12,0.414,104.985,188047.0,4,5
14936,59.0,0.544,0.507,1.0,-4.963,0,0.0314,0.0056,0.000192,0.288,0.151,148.002,177261.0,4,10
3876,31.0,0.199,0.824,5.0,-7.814,0,0.0444,6.65e-06,0.799,0.15,0.412,142.911,260652.0,4,8
7849,14.0,0.651,0.434,7.0,-9.028,1,0.0249,0.622,0.00203,0.101,0.628,85.972,221515.0,4,10
15983,26.0,0.198,0.993,7.0,-3.961,0,0.143,3.63e-06,0.741,0.0775,0.0398,115.643,286851.0,4,8
15182,38.0,0.354,0.518,9.0,-6.122,1,0.0949,0.68,3.46e-05,0.685,0.528,207.934,361480.0,3,2
10739,16.0,0.527,0.906,8.0,-4.741,1,0.0557,0.0796,0.00018,0.103,0.686,80.921,263707.0,4,2
15124,54.0,0.498,0.901,6.0,-6.724,0,0.0511,0.00102,0.000729,0.104,0.572,96.916,258267.0,4,8
17566,42.0,0.765,0.779,11.0,-7.099,1,0.0317,0.211,0.238,0.122,0.669,125.012,185390.0,4,6
1086,41.0,0.601,0.484,11.0,-7.502,0,0.046,0.849,,0.113,0.447,78.124,218147.0,4,10
15481,47.0,0.387,0.322,2.0,-13.348,1,0.0378,0.181,0.0145,0.205,0.258,114.762,3.05755,3,4
3320,51.0,0.471,0.955,7.0,-5.219,1,0.121,0.00485,1.44e-06,0.162,0.35,139.266,232746.0,4,1
11939,41.0,0.495,0.154,7.0,-22.005,1,0.0431,0.937,0.897,0.0944,0.606,151.757,3.618833333,4,7
2708,23.0,0.2,0.47,4.0,-8.411,1,0.032,0.494,0.0811,0.156,0.118,129.876,243000.0,1,10
10438,47.0,0.256,0.992,8.0,-4.505,1,0.136,8.41e-06,0.27,0.096,0.144,101.895,279373.0,4,8
13815,42.0,0.488,0.279,2.0,-9.292,1,0.0506,0.838,,0.125,0.414,145.728,175240.0,5,9
17033,81.0,0.561,0.0848,2.0,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147.0,4,9
4565,33.0,0.426,0.791,3.0,-6.888,1,0.0543,0.356,2.85e-06,0.373,0.592,137.365,281867.0,4,2
4918,27.0,0.786,0.469,7.0,-5.639,0,0.0286,0.257,,0.133,0.598,100.032,185626.0,4,9
10674,26.0,0.496,0.749,,-6.345,1,0.0294,0.362,0.0102,0.115,0.787,78.968,191040.0,4,1
4363,63.0,0.393,0.364,5.0,-10.945,0,0.0345,0.0021,0.0703,0.121,0.308,118.566,444148.0,3,2
12346,39.0,0.696,0.193,3.0,-16.637,0,0.0299,0.813,1.34e-05,0.103,0.701,76.55,3.266666667,4,4
725,47.0,0.63,0.496,8.0,-9.303,0,0.0339,0.319,,0.0821,0.419,139.878,223071.0,4,9
13293,53.0,0.344,0.81,11.0,-8.098,1,0.0448,0.0017,0.000409,0.119,0.667,153.801,160827.0,4,6
75,41.0,0.777,0.71,,-4.717,1,0.0919,0.0295,,0.192,0.673,129.945,4.747333333,4,9
2507,60.0,0.594,0.533,10.0,-7.993,0,0.0438,0.153,1.49e-05,0.172,0.729,78.552,2.28845,4,10
4122,55.0,0.85,0.687,6.0,-8.967,0,0.0411,0.0522,0.229,0.0816,0.797,109.995,166909.0,4,9
12922,49.0,0.688,0.523,7.0,-10.659,1,0.0401,0.898,0.375,0.127,0.864,94.89,200480.0,4,1
16122,7.0,0.493,0.556,8.0,-6.27,1,0.0772,0.822,0.000332,0.233,0.931,190.617,4.51245,4,3
17668,70.0,0.683,0.594,2.0,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099,4.17333333,4,10
1070,61.0,0.545,0.18,5.0,-21.022,0,0.0337,0.988,0.906,0.0686,0.31,156.694,226867.0,4,6
14881,38.0,0.161,0.121,7.0,-19.303,1,0.0365,0.988,0.862,0.112,0.135,136.837,2.29685,4,7
500,40.0,0.352,0.927,8.0,-8.144,1,0.11,6.9e-05,4.48e-05,0.0409,0.355,98.336,183338.0,4,10
15857,53.0,0.584,0.273,9.0,-12.806,1,0.0357,0.853,0.000109,0.102,0.47,149.757,180240.0,4,1
12403,38.0,0.376,0.472,1.0,-7.54,1,0.0307,0.0417,0.0299,0.196,0.491,168.666,209775.0,3,2
13610,35.0,0.739,0.791,10.0,-2.881,0,0.158,0.613,,0.13,0.675,96.998,170880.0,4,5
1653,58.0,0.802,0.852,7.0,-1.851,1,0.0604,0.0404,0.000437,0.0539,0.685,100.029,163799.0,4,9
12953,35.0,0.918,0.434,9.0,-9.541,1,0.173,0.569,3.14e-06,0.123,0.75,109.997,3.145583333,4,9
4556,34.0,0.402,0.925,2.0,-4.107,1,0.0837,0.0,0.876,0.335,0.186,126.98,258873.0,4,8
10942,41.0,0.405,0.556,10.0,-11.17,1,0.0321,0.095,3.84e-05,0.154,0.283,140.749,254707.0,4,10
1681,48.0,0.354,0.00717,7.0,-23.13,0,0.0413,0.987,0.671,0.0959,0.116,80.517,212991.0,4,6
2282,53.0,0.787,0.422,,-8.552,1,0.0569,0.287,0.111,0.3,0.607,87.018,176667.0,4,6
11483,60.0,0.68,0.543,5.0,-14.876,1,0.141,0.857,0.000116,0.0881,0.796,111.62,3.843333333,4,4
1587,34.0,0.444,0.406,1.0,-12.765,0,0.0535,0.119,2.46e-06,0.351,0.411,95.373,251827.0,4,5
11024,17.0,0.815,0.729,7.0,-6.594,0,0.422,0.00909,0.0181,0.0562,0.0284,132.02,238400.0,4,1
16491,42.0,0.413,0.148,7.0,-16.149,0,0.0412,0.974,0.623,0.0952,0.459,59.584,115453.0,4,6
17567,45.0,0.442,0.92,7.0,-4.688,1,0.107,0.00196,3.64e-06,0.11,0.255,112.585,321413.0,4,10
8309,59.0,0.459,0.903,5.0,-4.649,0,0.0673,0.00877,,0.168,0.364,76.185,223655.0,4,10
16774,41.0,0.352,0.988,9.0,-2.777,1,0.107,1.19e-06,0.234,0.361,0.307,146.011,171493.0,4,6
9660,59.0,0.849,0.476,,-10.479,1,0.445,0.0965,,0.105,0.48,83.21,277133.0,4,5
17824,37.0,0.626,0.626,1.0,-7.548,0,0.0252,0.101,0.00913,0.0905,0.57,91.96,206840.0,4,6
1162,51.0,0.573,0.396,10.0,-10.927,1,0.031,0.425,0.267,0.0934,0.149,120.308,224200.0,4,10
3814,42.0,0.54,0.934,4.0,-5.232,1,0.0612,3.26e-05,0.000261,0.405,0.494,115.061,246000.0,4,8
675,60.0,0.766,0.806,8.0,-10.011,1,0.0403,0.124,0.171,0.119,0.76,123.509,165227.0,4,1
12643,34.0,0.482,0.368,2.0,-13.35,1,0.307,0.344,1.75e-05,0.0489,0.62,197.807,203907.0,4,1
356,37.0,0.667,0.51,1.0,-10.133,1,0.0436,0.176,0.00283,0.0857,0.16,141.077,251555.0,4,1
7599,31.0,0.493,0.527,8.0,-10.798,1,0.153,0.258,7.01e-05,0.577,0.188,80.024,665080.0,4,5
2073,3.0,0.37,0.601,7.0,-10.958,1,0.141,0.93,,0.306,0.487,85.953,4.683783333,4,3
17270,54.0,0.411,0.955,6.0,-5.545,0,0.102,0.000201,8.37e-05,0.118,0.329,164.09,224167.0,4,8
11023,12.0,0.499,0.636,,-10.517,1,0.034,0.264,0.895,0.0575,0.98,105.642,292467.0,4,6
16232,35.0,0.525,0.677,4.0,-6.211,1,0.0251,0.124,0.923,0.244,0.246,99.974,164400.0,4,6
17913,42.0,0.392,0.801,7.0,-13.615,1,0.0597,0.0848,0.201,0.121,0.442,106.702,323733.0,4,2
9287,38.0,0.661,0.917,11.0,-3.774,0,0.039,0.0246,0.0013,0.0808,0.76,98.275,166040.0,4,10
11499,69.0,0.567,0.714,9.0,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,403533.0,3,10
3624,25.0,0.736,0.97,1.0,-4.955,1,0.128,0.000228,0.0104,0.148,0.703,128.59,218493.0,4,6
3024,43.0,0.546,0.445,9.0,-6.503,1,0.0268,0.0402,0.000307,0.3,0.143,75.012,258660.0,4,1
8145,38.0,0.384,0.297,10.0,-6.773,0,0.0428,0.834,,0.0876,0.471,82.284,237709.0,4,9
8911,51.0,0.434,0.952,6.0,-4.946,1,0.117,3.23e-05,0.00234,0.173,0.573,194.027,210928.0,4,8
15166,20.0,0.377,0.477,9.0,-8.095,0,0.0303,0.831,4.79e-05,0.108,0.234,117.667,226440.0,3,10
5332,,0.421,0.677,4.0,-6.183,1,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,5.05978333,4,10
14224,51.0,0.67,0.486,2.0,-7.456,1,0.0352,0.325,0.000363,0.0985,0.373,107.988,167459.0,4,6
6517,60.0,0.461,0.825,8.0,-3.583,1,0.115,0.0246,,0.224,0.412,198.045,159394.0,4,9
7909,45.0,0.548,0.282,1.0,-16.643,1,0.0362,0.946,0.946,0.112,0.311,141.959,352357.0,1,6
10323,24.0,0.429,0.571,5.0,-10.989,1,0.0419,0.2,0.601,0.113,0.318,168.008,246526.0,4,6
6251,10.0,0.491,0.89,10.0,-7.115,0,0.0433,7.36e-06,0.104,0.25,0.555,137.989,243520.0,1,10
983,45.0,0.461,0.955,11.0,-6.684,1,0.0489,0.111,0.532,0.952,0.725,160.073,166092.0,4,6
3496,32.0,0.317,0.94,5.0,-9.713,1,0.142,0.000699,0.84,0.391,0.0754,112.506,285000.0,3,8
16142,80.0,0.672,0.655,10.0,-5.021,0,0.0311,0.0362,,0.117,0.556,134.945,201240.0,4,10
10357,55.0,0.787,0.699,4.0,-3.405,0,0.0384,0.69,3.56e-06,0.152,0.611,108.022,217778.0,4,9
13134,37.0,0.653,0.843,4.0,-8.688,1,0.0327,0.211,0.46,0.161,0.767,103.053,135728.0,4,1
1209,25.0,0.654,0.568,7.0,-11.979,1,0.0272,0.226,0.00356,0.114,0.762,95.116,219560.0,4,2
6089,55.0,0.482,0.333,2.0,-9.78,1,0.0636,0.705,,0.106,0.414,73.271,295547.0,4,2
9960,44.0,0.395,0.866,7.0,-7.047,1,0.069,0.113,9.85e-06,0.112,0.835,150.768,237373.0,4,2
12196,58.0,0.542,0.626,,-7.105,1,0.0242,0.0789,0.000508,0.277,0.813,89.734,305213.0,4,10
13987,94.0,0.798,0.62,8.0,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000.0,4,9
2090,45.0,0.495,0.537,,-4.959,0,0.0296,0.754,0.0109,0.633,0.171,132.395,3.731333333,3,0
6779,28.0,0.739,0.384,,-8.704,1,0.0377,0.233,0.000118,0.159,0.711,74.997,186287.0,3,9
6197,71.0,0.664,0.828,,-6.053,1,0.0404,0.00839,,0.294,0.82,103.985,190718.0,4,10
2867,24.0,0.723,0.341,,-9.546,0,0.0547,0.519,0.000753,0.0611,0.737,143.884,235339.0,4,2
6892,49.0,0.588,0.809,11.0,-6.327,0,0.412,0.0235,,0.324,0.696,103.0,230533.0,4,5
14403,52.0,0.835,0.523,3.0,-7.227,0,0.0459,0.00536,0.137,0.157,0.588,100.026,167613.0,4,5
7705,55.0,0.703,0.718,1.0,-7.522,1,0.0671,0.0479,0.426,0.0415,0.785,115.993,260173.0,4,6
8278,67.0,0.419,0.938,7.0,-3.12,1,0.0837,0.000683,,0.114,0.333,160.151,232320.0,4,10
6801,62.0,0.658,0.717,1.0,-4.257,0,0.0633,0.0846,0.0022,0.12,0.595,133.074,193373.0,4,6
15840,5.0,0.658,0.179,8.0,-10.866,1,0.0448,0.689,,0.17,0.191,128.128,3.976,4,0
9481,23.0,0.193,0.995,,-3.579,1,0.223,0.00214,0.00165,0.773,0.218,172.855,237533.0,4,10
